customer_id,first_name,last_name,email,country,gdpr_optin
C00052,Sara,Smith,user52@example.com,IT,1
C00053,Carlos,Bianchi,user53@example.com,IT,1
C00054,John,Garcia,user54@example.com,FR,1
C00055,Mia,Johnson,user55@example.com,IT,1
C00056,Emma,Bianchi,user56@example.com,IT,1
C00057,Ana,Singh,user57@example.com,IT,1
C00058,Olivia,Smith,user58@example.com,IT,1
C00059,Olivia,Lopez,user59@example.com,FR,1
C00060,Sara,Rossi,user60@example.com,IT,1
C00061,Carlos,Brown,user61@example.com,IT,1
C00062,Ana,Bianchi,user62@example.com,IT,1
C00063,Mary,Rossi,user63@example.com,IT,1
C00064,Ana,Smith,user64@example.com,IT,1
C00065,Noah,Johnson,user65@example.com,IT,1
C00066,Giulia,Bianchi,user66@example.com,ES,1
C00067,Giulia,Johnson,user67@example.com,IT,1
C00068,Olivia,Rossi,user68@example.com,IT,1
C00069,Mia,Lopez,user69@example.com,IT,1
C00070,Mia,Singh,user70@example.com,IT,1
C00071,Olivia,Brown,user71@example.com,IT,1
C00072,Marco,Bianchi,user72@example.com,DE,1
C00073,Sara,Singh,user73@example.com,DE,1
C00074,Sara,Khan,user74@example.com,ES,0
C00075,Sara,Brown,user75@example.com,IT,0
C00076,John,Johnson,user76@example.com,ES,1
C00077,Olivia,Khan,user77@example.com,IT,1
C00078,Mary,Rossi,user78@example.com,DE,1
C00079,Noah,Singh,user79@example.com,IT,1
C00080,Mary,Rossi,user80@example.com,DE,1
C00081,Emma,Brown,user81@example.com,IT,1
C00082,Sara,Garcia,user82@example.com,IT,1
C00083,Ana,Garcia,user83@example.com,FR,1
C00084,Emma,Smith,user84@example.com,FR,1
C00085,Carlos,Rossi,user85@example.com,IT,1
C00086,Mia,Lopez,user86@example.com,IT,1
C00087,Mary,Garcia,user87@example.com,IT,1
C00088,Carlos,Silva,user88@example.com,IT,1
C00089,Mary,Khan,user89@example.com,FR,0
C00090,John,Brown,user90@example.com,IT,1
C00091,John,Bianchi,user91@example.com,IT,1
C00092,Carlos,Johnson,user92@example.com,IT,0
C00093,Sara,Garcia,user93@example.com,IT,1
C00094,Giulia,Rossi,user94@example.com,ES,1
C00095,Sara,Khan,user95@example.com,DE,1
C00096,Giulia,Brown,user96@example.com,DE,1
C00097,Noah,Lopez,user97@example.com,DE,1
C00098,Sara,Lopez,user98@example.com,FR,0
C00099,Mary,Smith,user99@example.com,IT,0
C00100,Ana,Smith,user100@example.com,FR,1
C00101,Ana,Garcia,user101@example.com,IT,0
C00102,Mary,Bianchi,user102@example.com,FR,1
C00103,Olivia,Singh,user103@example.com,ES,0
C00104,Mary,Bianchi,user104@example.com,DE,1
C00105,Marco,Khan,user105@example.com,IT,0
C00106,Carlos,Rossi,user106@example.com,IT,1
C00107,Mia,Khan,user107@example.com,IT,1
C00108,John,Johnson,user108@example.com,DE,1
C00109,Carlos,Rossi,user109@example.com,IT,1
C00110,John,Rossi,user110@example.com,FR,0
C00111,Mia,Smith,user111@example.com,DE,1
C00112,Mia,Smith,user112@example.com,FR,1
C00113,Mary,Rossi,user113@example.com,ES,1
C00114,Marco,Brown,user114@example.com,FR,1
C00115,Ana,Silva,user115@example.com,FR,1
C00116,Noah,Khan,user116@example.com,IT,1
C00117,Giulia,Singh,user117@example.com,ES,1
C00118,Ana,Bianchi,user118@example.com,DE,1
C00119,Sara,Lopez,user119@example.com,IT,1
C00120,Emma,Khan,user120@example.com,IT,1
C00121,Marco,Johnson,user121@example.com,IT,0
C00122,Carlos,Singh,user122@example.com,IT,1
C00123,John,Brown,user123@example.com,IT,1
C00124,Marco,Singh,user124@example.com,IT,1
C00125,Emma,Brown,user125@example.com,IT,1
C00126,John,Silva,user126@example.com,ES,1
C00127,Luca,Singh,user127@example.com,IT,1
C00128,John,Rossi,user128@example.com,IT,1
C00129,Giulia,Smith,user129@example.com,DE,1
C00130,Mary,Brown,user130@example.com,DE,1
C00131,Mia,Garcia,user131@example.com,IT,1
C00132,Emma,Rossi,user132@example.com,IT,0
C00133,Mia,Brown,user133@example.com,FR,1
C00134,Marco,Smith,user134@example.com,IT,0
C00135,Emma,Bianchi,user135@example.com,FR,1
C00136,John,Rossi,user136@example.com,ES,0
C00137,Ana,Brown,user137@example.com,FR,1
C00138,Noah,Khan,user138@example.com,IT,1
C00139,John,Bianchi,user139@example.com,IT,0
C00140,Sara,Smith,user140@example.com,ES,0
C00141,Mia,Silva,user141@example.com,IT,1
C00142,Marco,Johnson,user142@example.com,IT,1
C00143,John,Garcia,user143@example.com,FR,1
C00144,John,Garcia,user144@example.com,DE,1
C00145,John,Rossi,user145@example.com,ES,0
C00146,Giulia,Garcia,user146@example.com,DE,1
C00147,Sara,Lopez,user147@example.com,DE,1
C00148,Marco,Brown,user148@example.com,FR,1
C00149,Carlos,Silva,user149@example.com,FR,1
C00150,John,Garcia,user150@example.com,DE,0
C00151,Luca,Lopez,user151@example.com,IT,1
C00152,Ana,Rossi,user152@example.com,DE,1
C00153,Carlos,Garcia,user153@example.com,IT,1
C00154,John,Garcia,user154@example.com,IT,1
C00155,Olivia,Johnson,user155@example.com,FR,1
C00156,Olivia,Brown,user156@example.com,DE,1
C00157,Luca,Johnson,user157@example.com,IT,0
C00158,Carlos,Silva,user158@example.com,IT,1
C00159,Olivia,Rossi,user159@example.com,ES,1
C00160,Mia,Rossi,user160@example.com,IT,1
C00161,Giulia,Brown,user161@example.com,ES,1
C00162,Carlos,Singh,user162@example.com,IT,0
C00163,Noah,Garcia,user163@example.com,ES,1
C00164,Carlos,Smith,user164@example.com,FR,1
C00165,Ana,Brown,user165@example.com,DE,1
C00166,Mary,Garcia,user166@example.com,IT,1
C00167,Olivia,Singh,user167@example.com,ES,1
C00168,Giulia,Johnson,user168@example.com,DE,1
C00169,Emma,Khan,user169@example.com,IT,0
C00170,Ana,Lopez,user170@example.com,ES,1
C00171,Marco,Johnson,user171@example.com,IT,1
C00172,Marco,Silva,user172@example.com,ES,1
C00173,Noah,Silva,user173@example.com,FR,1
C00174,Noah,Smith,user174@example.com,DE,0
C00175,Giulia,Khan,user175@example.com,DE,1
C00176,Luca,Bianchi,user176@example.com,IT,1
C00177,Giulia,Smith,user177@example.com,IT,1
C00178,Giulia,Smith,user178@example.com,IT,1
C00179,Emma,Silva,user179@example.com,IT,1
C00180,Noah,Lopez,user180@example.com,IT,1
C00181,Ana,Smith,user181@example.com,IT,1
C00182,Olivia,Lopez,user182@example.com,FR,1
C00183,Ana,Brown,user183@example.com,DE,1
C00184,Noah,Lopez,user184@example.com,ES,1
C00185,John,Singh,user185@example.com,IT,1
C00186,Luca,Bianchi,user186@example.com,ES,1
C00187,John,Silva,user187@example.com,FR,1
C00188,Noah,Rossi,user188@example.com,ES,1
C00189,Marco,Silva,user189@example.com,FR,0
C00190,Ana,Johnson,user190@example.com,IT,0
C00191,Carlos,Rossi,user191@example.com,IT,0
C00192,Mia,Bianchi,user192@example.com,IT,1
C00193,Emma,Lopez,user193@example.com,FR,0
C00194,Luca,Smith,user194@example.com,IT,1
C00195,Luca,Khan,user195@example.com,DE,1
C00196,Emma,Singh,user196@example.com,IT,1
C00197,Carlos,Garcia,user197@example.com,IT,1
C00198,Luca,Johnson,user198@example.com,IT,1
C00199,Ana,Singh,user199@example.com,ES,1
C00200,Carlos,Bianchi,user200@example.com,IT,1
C00201,Carlos,Rossi,user201@example.com,ES,1
C00202,John,Brown,user202@example.com,IT,1
C00203,Sara,Johnson,user203@example.com,DE,0
C00204,Noah,Bianchi,user204@example.com,ES,1
C00205,Mia,Silva,user205@example.com,DE,0
C00206,Emma,Garcia,user206@example.com,IT,1
C00207,Mia,Brown,user207@example.com,ES,0
C00208,Marco,Johnson,user208@example.com,IT,1
C00209,Mia,Rossi,user209@example.com,IT,1
C00210,Giulia,Rossi,user210@example.com,IT,1
C00211,Ana,Bianchi,user211@example.com,FR,1
C00212,Mary,Khan,user212@example.com,IT,0
C00213,Mia,Khan,user213@example.com,ES,1
C00214,Giulia,Brown,user214@example.com,IT,0
C00215,Ana,Brown,user215@example.com,IT,1
C00216,Olivia,Lopez,user216@example.com,IT,1
C00217,Olivia,Bianchi,user217@example.com,IT,1
C00218,Marco,Garcia,user218@example.com,IT,1
C00219,Giulia,Rossi,user219@example.com,IT,1
C00220,Mary,Silva,user220@example.com,IT,0
C00221,Noah,Khan,user221@example.com,IT,1
C00222,Sara,Khan,user222@example.com,FR,1
C00223,Olivia,Johnson,user223@example.com,IT,1
C00224,Sara,Silva,user224@example.com,DE,1
C00225,Mary,Rossi,user225@example.com,IT,1
C00226,Giulia,Rossi,user226@example.com,IT,1
C00227,Marco,Johnson,user227@example.com,IT,1
C00228,Mary,Rossi,user228@example.com,FR,0
C00229,Sara,Johnson,user229@example.com,FR,1
C00230,Carlos,Smith,user230@example.com,ES,1
C00231,Noah,Garcia,user231@example.com,FR,0
C00232,Sara,Smith,user232@example.com,DE,1
C00233,Emma,Garcia,user233@example.com,IT,1
C00234,Ana,Singh,user234@example.com,DE,0
C00235,Emma,Lopez,user235@example.com,FR,1
C00236,Carlos,Bianchi,user236@example.com,ES,1
C00237,Ana,Smith,user237@example.com,DE,0
C00238,Mary,Smith,user238@example.com,FR,1
C00239,Marco,Bianchi,user239@example.com,FR,1
C00240,Mary,Brown,user240@example.com,DE,0
C00241,Carlos,Singh,user241@example.com,FR,0
C00242,John,Lopez,user242@example.com,IT,1
C00243,Marco,Rossi,user243@example.com,IT,1
C00244,Giulia,Smith,user244@example.com,IT,1
C00245,Sara,Silva,user245@example.com,IT,1
C00246,Giulia,Garcia,user246@example.com,IT,1
C00247,Carlos,Johnson,user247@example.com,DE,1
C00248,Sara,Khan,user248@example.com,ES,0
C00249,Giulia,Lopez,user249@example.com,FR,1
C00250,Mia,Singh,user250@example.com,ES,1
C00251,Noah,Rossi,user251@example.com,ES,1
C00252,Carlos,Garcia,user252@example.com,DE,1
C00253,John,Khan,user253@example.com,IT,1
C00254,Mary,Singh,user254@example.com,IT,1
C00255,Mary,Smith,user255@example.com,IT,1
C00256,Noah,Smith,user256@example.com,DE,1
C00257,Mia,Silva,user257@example.com,DE,0
C00258,Giulia,Singh,user258@example.com,IT,1
C00259,Ana,Silva,user259@example.com,IT,1
C00260,Mary,Lopez,user260@example.com,DE,1
C00261,Mia,Bianchi,user261@example.com,IT,1
C00262,Mary,Lopez,user262@example.com,IT,1
C00263,Emma,Smith,user263@example.com,IT,1
C00264,Noah,Lopez,user264@example.com,IT,1
C00265,Olivia,Garcia,user265@example.com,IT,1
C00266,Mia,Rossi,user266@example.com,ES,0
C00267,Marco,Garcia,user267@example.com,FR,1
C00268,Noah,Smith,user268@example.com,IT,1
C00269,Mia,Rossi,user269@example.com,IT,1
C00270,John,Johnson,user270@example.com,IT,1
C00271,Giulia,Lopez,user271@example.com,FR,1
C00272,Sara,Bianchi,user272@example.com,IT,0
C00273,Luca,Lopez,user273@example.com,ES,0
C00274,Mia,Johnson,user274@example.com,IT,0
C00275,Marco,Lopez,user275@example.com,ES,1
C00276,Carlos,Singh,user276@example.com,IT,1
C00277,Noah,Silva,user277@example.com,DE,1
C00278,Ana,Bianchi,user278@example.com,DE,1
C00279,Noah,Brown,user279@example.com,IT,0
C00280,Mary,Silva,user280@example.com,IT,1
C00281,Ana,Singh,user281@example.com,IT,1
C00282,Ana,Khan,user282@example.com,DE,0
C00283,Ana,Johnson,user283@example.com,FR,1
C00284,Mia,Lopez,user284@example.com,FR,1
C00285,Marco,Lopez,user285@example.com,IT,1
C00286,Mary,Brown,user286@example.com,FR,1
C00287,Giulia,Singh,user287@example.com,IT,1
C00288,Carlos,Khan,user288@example.com,IT,1
C00289,Luca,Rossi,user289@example.com,DE,1
C00290,Carlos,Rossi,user290@example.com,IT,1
C00291,Luca,Smith,user291@example.com,DE,1
C00292,Mary,Khan,user292@example.com,DE,1
C00293,Olivia,Singh,user293@example.com,IT,1
C00294,Luca,Garcia,user294@example.com,IT,1
C00295,John,Silva,user295@example.com,DE,1
C00296,Marco,Lopez,user296@example.com,FR,1
C00297,Ana,Rossi,user297@example.com,DE,1
C00298,Noah,Johnson,user298@example.com,DE,0
C00299,Luca,Smith,user299@example.com,FR,1
C00300,Luca,Bianchi,user300@example.com,IT,0
C00301,Olivia,Bianchi,user301@example.com,IT,1
C00302,Noah,Rossi,user302@example.com,IT,1
C00303,Olivia,Lopez,user303@example.com,ES,1
C00304,Carlos,Bianchi,user304@example.com,IT,1
C00305,Ana,Khan,user305@example.com,FR,0
C00306,Carlos,Smith,user306@example.com,IT,1
C00307,Carlos,Garcia,user307@example.com,IT,1
C00308,Emma,Bianchi,user308@example.com,IT,1
C00309,Noah,Lopez,user309@example.com,IT,1
C00310,John,Garcia,user310@example.com,IT,1
C00311,Luca,Brown,user311@example.com,IT,1
C00312,Carlos,Bianchi,user312@example.com,IT,0
C00313,Ana,Rossi,user313@example.com,FR,0
C00314,Luca,Singh,user314@example.com,IT,1
C00315,Sara,Silva,user315@example.com,FR,1
C00316,Carlos,Rossi,user316@example.com,ES,0
C00317,Noah,Bianchi,user317@example.com,ES,1
C00318,Carlos,Bianchi,user318@example.com,IT,1
C00319,Giulia,Johnson,user319@example.com,IT,1
C00320,Carlos,Silva,user320@example.com,DE,1
C00321,Noah,Garcia,user321@example.com,IT,1
C00322,Carlos,Johnson,user322@example.com,DE,1
C00323,Luca,Silva,user323@example.com,IT,1
C00324,Emma,Bianchi,user324@example.com,IT,1
C00325,Sara,Singh,user325@example.com,FR,0
C00326,John,Silva,user326@example.com,IT,1
C00327,Mary,Rossi,user327@example.com,IT,1
C00328,Mia,Smith,user328@example.com,IT,1
C00329,John,Khan,user329@example.com,DE,1
C00330,Carlos,Rossi,user330@example.com,FR,1
C00331,Emma,Singh,user331@example.com,IT,1
C00332,Olivia,Smith,user332@example.com,DE,1
C00333,Marco,Singh,user333@example.com,ES,0
C00334,Noah,Smith,user334@example.com,ES,1
C00335,Ana,Silva,user335@example.com,FR,1
C00336,Marco,Lopez,user336@example.com,IT,1
C00337,Marco,Bianchi,user337@example.com,FR,1
C00338,Ana,Smith,user338@example.com,ES,1
C00339,Noah,Johnson,user339@example.com,ES,1
C00340,Noah,Khan,user340@example.com,IT,0
C00341,Emma,Garcia,user341@example.com,IT,1
C00342,Marco,Brown,user342@example.com,IT,1
C00343,Luca,Rossi,user343@example.com,DE,1
C00344,Sara,Lopez,user344@example.com,DE,0
C00345,Olivia,Smith,user345@example.com,IT,1
C00346,Marco,Smith,user346@example.com,ES,1
C00347,Carlos,Lopez,user347@example.com,IT,1
C00348,Olivia,Rossi,user348@example.com,FR,1
C00349,Emma,Silva,user349@example.com,IT,1
C00350,Mia,Singh,user350@example.com,IT,1
C00351,Ana,Smith,user351@example.com,DE,1
C00352,Giulia,Garcia,user352@example.com,ES,1
C00353,Luca,Johnson,user353@example.com,IT,0
C00354,Marco,Lopez,user354@example.com,DE,1
C00355,Emma,Garcia,user355@example.com,FR,1
C00356,Giulia,Khan,user356@example.com,IT,0
C00357,Giulia,Silva,user357@example.com,FR,1
C00358,Emma,Rossi,user358@example.com,IT,1
C00359,Mary,Bianchi,user359@example.com,DE,1
C00360,Sara,Khan,user360@example.com,IT,1
C00361,Mia,Smith,user361@example.com,ES,1
C00362,Olivia,Bianchi,user362@example.com,ES,1
C00363,John,Johnson,user363@example.com,IT,1
C00364,Carlos,Brown,user364@example.com,IT,1
C00365,Sara,Silva,user365@example.com,IT,1
C00366,Sara,Johnson,user366@example.com,IT,1
C00367,John,Singh,user367@example.com,IT,1
C00368,Marco,Johnson,user368@example.com,IT,1
C00369,Mia,Garcia,user369@example.com,IT,1
C00370,Emma,Rossi,user370@example.com,FR,0
C00371,Luca,Johnson,user371@example.com,ES,1
C00372,Noah,Brown,user372@example.com,IT,1
C00373,John,Khan,user373@example.com,DE,1
C00374,Sara,Johnson,user374@example.com,FR,1
C00375,Marco,Lopez,user375@example.com,IT,1
C00376,Olivia,Lopez,user376@example.com,IT,1
C00377,Giulia,Silva,user377@example.com,FR,0
C00378,Mary,Bianchi,user378@example.com,IT,1
C00379,Emma,Rossi,user379@example.com,DE,0
C00380,Mary,Lopez,user380@example.com,ES,1
C00381,Noah,Smith,user381@example.com,IT,1
C00382,Mary,Silva,user382@example.com,IT,1
C00383,Mary,Lopez,user383@example.com,ES,1
C00384,Emma,Singh,user384@example.com,DE,0
C00385,Sara,Smith,user385@example.com,DE,1
C00386,Emma,Khan,user386@example.com,FR,1
C00387,Olivia,Smith,user387@example.com,IT,1
C00388,Carlos,Brown,user388@example.com,DE,1
C00389,Mary,Singh,user389@example.com,IT,1
C00390,Carlos,Lopez,user390@example.com,IT,1
C00391,Mia,Khan,user391@example.com,FR,1
C00392,Marco,Lopez,user392@example.com,IT,1
C00393,Noah,Lopez,user393@example.com,IT,1
C00394,John,Bianchi,user394@example.com,FR,1
C00395,Mia,Lopez,user395@example.com,IT,1
C00396,Mia,Singh,user396@example.com,FR,1
C00397,Giulia,Lopez,user397@example.com,IT,1
C00398,Noah,Brown,user398@example.com,ES,1
C00399,Sara,Johnson,user399@example.com,IT,1
C00400,Carlos,Rossi,user400@example.com,IT,0
C00401,Ana,Brown,user401@example.com,FR,0
C00402,Noah,Rossi,user402@example.com,IT,1
C00403,Sara,Bianchi,user403@example.com,IT,1
C00404,Emma,Smith,user404@example.com,FR,1
C00405,Emma,Silva,user405@example.com,FR,0
C00406,Sara,Smith,user406@example.com,FR,0
C00407,Mia,Brown,user407@example.com,IT,1
C00408,Mary,Johnson,user408@example.com,IT,1
C00409,Mary,Lopez,user409@example.com,FR,1
C00410,John,Smith,user410@example.com,IT,1
C00411,Noah,Singh,user411@example.com,IT,1
C00412,Noah,Silva,user412@example.com,ES,1
C00413,Noah,Rossi,user413@example.com,IT,1
C00414,Mary,Singh,user414@example.com,FR,0
C00415,Marco,Khan,user415@example.com,ES,1
C00416,Mia,Singh,user416@example.com,DE,1
C00417,Sara,Smith,user417@example.com,IT,1
C00418,Ana,Singh,user418@example.com,ES,0
C00419,Ana,Khan,user419@example.com,IT,0
C00420,Olivia,Bianchi,user420@example.com,FR,1
C00421,John,Brown,user421@example.com,ES,1
C00422,Emma,Brown,user422@example.com,ES,0
C00423,Sara,Lopez,user423@example.com,IT,1
C00424,Emma,Garcia,user424@example.com,FR,1
C00425,Emma,Rossi,user425@example.com,IT,1
C00426,Noah,Johnson,user426@example.com,FR,0
C00427,Emma,Smith,user427@example.com,IT,0
C00428,Noah,Brown,user428@example.com,IT,0
C00429,Sara,Khan,user429@example.com,IT,1
C00430,Mia,Garcia,user430@example.com,ES,1
C00431,Luca,Silva,user431@example.com,DE,1
C00432,Mary,Smith,user432@example.com,IT,0
C00433,Olivia,Smith,user433@example.com,IT,0
C00434,Giulia,Brown,user434@example.com,IT,0
C00435,Giulia,Khan,user435@example.com,FR,1
C00436,Giulia,Johnson,user436@example.com,DE,1
C00437,Emma,Bianchi,user437@example.com,IT,1
C00438,Mary,Bianchi,user438@example.com,IT,1
C00439,Mia,Garcia,user439@example.com,IT,1
C00440,John,Smith,user440@example.com,FR,1
C00441,Mary,Smith,user441@example.com,IT,1
C00442,Ana,Smith,user442@example.com,ES,1
C00443,Olivia,Rossi,user443@example.com,IT,1
C00444,John,Brown,user444@example.com,ES,1
C00445,Emma,Rossi,user445@example.com,IT,0
C00446,Emma,Khan,user446@example.com,DE,1
C00447,Marco,Bianchi,user447@example.com,FR,0
C00448,Mary,Johnson,user448@example.com,IT,1
C00449,Carlos,Khan,user449@example.com,ES,0
C00450,Giulia,Khan,user450@example.com,IT,1
C00451,Luca,Brown,user451@example.com,DE,1
C00452,Marco,Lopez,user452@example.com,IT,0
C00453,Noah,Khan,user453@example.com,IT,1
C00454,Sara,Khan,user454@example.com,IT,1
C00455,Noah,Johnson,user455@example.com,IT,1
C00456,Noah,Smith,user456@example.com,FR,1
C00457,Emma,Singh,user457@example.com,FR,1
C00458,Olivia,Rossi,user458@example.com,DE,0
C00459,Carlos,Khan,user459@example.com,IT,0
C00460,Marco,Garcia,user460@example.com,IT,1
C00461,Noah,Khan,user461@example.com,FR,1
C00462,Mia,Bianchi,user462@example.com,DE,1
C00463,Ana,Garcia,user463@example.com,DE,1
C00464,Marco,Johnson,user464@example.com,IT,1
C00465,Mia,Singh,user465@example.com,IT,1
C00466,Luca,Brown,user466@example.com,DE,0
C00467,Marco,Brown,user467@example.com,DE,1
C00468,Noah,Brown,user468@example.com,IT,0
C00469,Olivia,Garcia,user469@example.com,DE,0
C00470,Mia,Singh,user470@example.com,FR,1
C00471,Ana,Lopez,user471@example.com,IT,1
C00472,Mia,Johnson,user472@example.com,ES,1
C00473,Sara,Silva,user473@example.com,FR,1
C00474,Mary,Smith,user474@example.com,FR,1
C00475,Marco,Silva,user475@example.com,IT,1
C00476,Luca,Silva,user476@example.com,IT,1
C00477,Carlos,Silva,user477@example.com,ES,1
C00478,Ana,Khan,user478@example.com,ES,1
C00479,Mary,Khan,user479@example.com,IT,1
C00480,Sara,Rossi,user480@example.com,IT,1
C00481,Noah,Smith,user481@example.com,IT,0
C00482,Olivia,Singh,user482@example.com,ES,0
C00483,Luca,Brown,user483@example.com,IT,0
C00484,Carlos,Lopez,user484@example.com,IT,1
C00485,Olivia,Lopez,user485@example.com,IT,1
C00486,Sara,Brown,user486@example.com,IT,1
C00487,Emma,Silva,user487@example.com,IT,1
C00488,Emma,Garcia,user488@example.com,IT,0
C00489,Marco,Khan,user489@example.com,ES,1
C00490,Luca,Singh,user490@example.com,IT,1
C00491,Sara,Johnson,user491@example.com,FR,1
C00492,Emma,Johnson,user492@example.com,DE,1
C00493,Mia,Khan,user493@example.com,IT,1
C00494,Ana,Brown,user494@example.com,ES,1
C00495,Ana,Garcia,user495@example.com,IT,1
C00496,Emma,Smith,user496@example.com,IT,0
C00497,Noah,Brown,user497@example.com,FR,1
C00498,Noah,Garcia,user498@example.com,ES,1
C00499,Noah,Lopez,user499@example.com,IT,1
C00500,Sara,Garcia,user500@example.com,IT,1
C00501,Noah,Rossi,user501@example.com,FR,0
C00502,Carlos,Rossi,user502@example.com,IT,1
C00503,Giulia,Brown,user503@example.com,IT,1
C00504,Marco,Lopez,user504@example.com,FR,1
C00505,Giulia,Brown,user505@example.com,IT,1
C00506,Ana,Johnson,user506@example.com,IT,1
C00507,John,Rossi,user507@example.com,FR,0
C00508,Ana,Brown,user508@example.com,ES,0
C00509,Marco,Johnson,user509@example.com,DE,1
C00510,Sara,Smith,user510@example.com,FR,1
C00511,Emma,Silva,user511@example.com,IT,0
C00512,Ana,Bianchi,user512@example.com,DE,1
C00513,John,Silva,user513@example.com,DE,1
C00514,Mary,Rossi,user514@example.com,IT,1
C00515,Luca,Smith,user515@example.com,IT,0
C00516,Olivia,Smith,user516@example.com,IT,1
C00517,Giulia,Singh,user517@example.com,IT,1
C00518,Carlos,Silva,user518@example.com,FR,1
C00519,Mary,Silva,user519@example.com,DE,1
C00520,Ana,Khan,user520@example.com,FR,1
C00521,Marco,Bianchi,user521@example.com,DE,1
C00522,Giulia,Johnson,user522@example.com,IT,1
C00523,Sara,Lopez,user523@example.com,ES,1
C00524,Luca,Johnson,user524@example.com,ES,1
C00525,Mia,Bianchi,user525@example.com,ES,1
C00526,Mia,Garcia,user526@example.com,ES,1
C00527,Carlos,Bianchi,user527@example.com,ES,1
C00528,Olivia,Smith,user528@example.com,IT,1
C00529,Giulia,Brown,user529@example.com,IT,0
C00530,Noah,Smith,user530@example.com,ES,1
C00531,Mary,Garcia,user531@example.com,IT,1
C00532,Olivia,Garcia,user532@example.com,ES,1
C00533,Giulia,Lopez,user533@example.com,DE,0
C00534,Ana,Silva,user534@example.com,DE,1
C00535,Mia,Bianchi,user535@example.com,IT,1
C00536,John,Lopez,user536@example.com,ES,0
C00537,Olivia,Khan,user537@example.com,FR,1
C00538,Ana,Khan,user538@example.com,FR,1
C00539,Sara,Garcia,user539@example.com,FR,1
C00540,Ana,Lopez,user540@example.com,ES,1
C00541,John,Johnson,user541@example.com,FR,1
C00542,Noah,Johnson,user542@example.com,IT,1
C00543,Giulia,Rossi,user543@example.com,IT,1
C00544,Mary,Bianchi,user544@example.com,IT,0
C00545,Giulia,Singh,user545@example.com,IT,1
C00546,Emma,Khan,user546@example.com,ES,1
C00547,Giulia,Rossi,user547@example.com,DE,1
C00548,Marco,Singh,user548@example.com,DE,1
C00549,John,Silva,user549@example.com,IT,1
C00550,Noah,Garcia,user550@example.com,FR,1
C00551,Carlos,Singh,user551@example.com,IT,1
C00552,Emma,Khan,user552@example.com,IT,1
C00553,Ana,Bianchi,user553@example.com,FR,1
C00554,Luca,Lopez,user554@example.com,FR,1
C00555,Ana,Johnson,user555@example.com,FR,1
C00556,Carlos,Khan,user556@example.com,FR,1
C00557,Emma,Johnson,user557@example.com,ES,1
C00558,Mary,Bianchi,user558@example.com,IT,1
C00559,Mary,Johnson,user559@example.com,IT,1
C00560,Luca,Smith,user560@example.com,IT,1
C00561,Sara,Bianchi,user561@example.com,IT,0
C00562,Olivia,Brown,user562@example.com,DE,1
C00563,Noah,Bianchi,user563@example.com,IT,1
C00564,John,Lopez,user564@example.com,FR,1
C00565,Carlos,Singh,user565@example.com,ES,0
